order_id,date,time,time
167,1/3/2015,17:00:49,5
168,1/3/2015,17:02:27,5
169,1/3/2015,17:15:48,5
170,1/3/2015,17:21:31,5
171,1/3/2015,17:23:03,5
172,1/3/2015,17:29:24,5
173,1/3/2015,17:35:30,5
174,1/3/2015,17:37:49,5
175,1/3/2015,17:50:51,5
176,1/3/2015,17:51:57,5
177,1/3/2015,17:54:36,5
178,1/3/2015,18:15:03,6
179,1/3/2015,18:20:14,6
180,1/3/2015,18:33:34,6
181,1/3/2015,18:49:32,6
182,1/3/2015,18:50:10,6
183,1/3/2015,18:54:55,6
184,1/3/2015,18:59:05,6
185,1/3/2015,19:08:33,7
186,1/3/2015,19:36:00,7
187,1/3/2015,19:37:12,7
188,1/3/2015,20:08:39,8
189,1/3/2015,20:12:14,8
190,1/3/2015,20:14:23,8
191,1/3/2015,20:24:50,8
192,1/3/2015,20:30:08,8
193,1/3/2015,20:55:47,8
194,1/3/2015,21:21:24,9
195,1/3/2015,21:25:20,9
196,1/3/2015,21:40:14,9
197,1/3/2015,21:47:48,9
198,1/3/2015,21:55:42,9
199,1/3/2015,22:10:38,10
200,1/3/2015,22:24:05,10
201,1/3/2015,22:29:59,10
202,1/3/2015,22:50:29,10
203,1/4/2015,11:30:48,11
204,1/4/2015,11:36:25,11
205,1/4/2015,11:43:54,11
206,1/4/2015,11:45:10,11
207,1/4/2015,12:03:58,12
208,1/4/2015,12:12:05,12
209,1/4/2015,12:29:17,12
210,1/4/2015,12:34:13,12
211,1/4/2015,12:54:20,12
212,1/4/2015,13:16:03,1
213,1/4/2015,13:20:39,1
214,1/4/2015,13:39:16,1
215,1/4/2015,13:44:49,1
216,1/4/2015,14:31:56,2
217,1/4/2015,14:35:03,2
218,1/4/2015,14:35:11,2
219,1/4/2015,14:42:01,2
220,1/4/2015,15:31:59,3
221,1/4/2015,15:33:18,3
222,1/4/2015,15:46:38,3
223,1/4/2015,16:08:20,4
224,1/4/2015,16:39:58,4
225,1/4/2015,16:41:48,4
226,1/4/2015,16:59:39,4
227,1/4/2015,17:24:39,5
228,1/4/2015,17:31:24,5
229,1/4/2015,17:37:57,5
230,1/4/2015,17:58:38,5
231,1/4/2015,18:04:18,6
232,1/4/2015,18:21:59,6
233,1/4/2015,18:26:51,6
234,1/4/2015,18:36:09,6
235,1/4/2015,18:51:30,6
236,1/4/2015,19:21:04,7
237,1/4/2015,19:27:48,7
238,1/4/2015,19:45:15,7
239,1/4/2015,19:57:52,7
240,1/4/2015,20:10:24,8
241,1/4/2015,20:11:25,8
242,1/4/2015,20:15:29,8
243,1/4/2015,20:26:17,8
244,1/4/2015,20:26:22,8
245,1/4/2015,20:28:41,8
246,1/4/2015,20:30:48,8
247,1/4/2015,20:55:29,8
248,1/4/2015,20:58:19,8
249,1/4/2015,21:06:16,9
250,1/4/2015,21:07:05,9
251,1/4/2015,21:10:05,9
252,1/4/2015,22:13:15,10
253,1/4/2015,22:16:18,10
254,1/4/2015,22:22:13,10
255,1/5/2015,11:23:35,11
256,1/5/2015,11:56:06,11
257,1/5/2015,11:59:04,11
258,1/5/2015,11:59:23,11
259,1/5/2015,12:04:25,12
260,1/5/2015,12:06:27,12
261,1/5/2015,12:38:29,12
262,1/5/2015,12:42:01,12
263,1/5/2015,12:57:22,12
264,1/5/2015,13:03:59,1
265,1/5/2015,13:04:42,1
266,1/5/2015,13:09:29,1
267,1/5/2015,13:37:50,1
268,1/5/2015,13:40:46,1
269,1/5/2015,13:49:34,1
270,1/5/2015,14:09:02,2
271,1/5/2015,14:22:19,2
272,1/5/2015,14:24:05,2
273,1/5/2015,14:28:00,2
274,1/5/2015,14:36:33,2
275,1/5/2015,14:38:14,2
276,1/5/2015,15:18:18,3
277,1/5/2015,15:41:50,3
278,1/5/2015,15:49:21,3
279,1/5/2015,16:07:03,4
280,1/5/2015,16:20:23,4
281,1/5/2015,16:33:48,4
282,1/5/2015,16:49:38,4
283,1/5/2015,16:51:43,4
284,1/5/2015,16:58:16,4
285,1/5/2015,16:58:38,4
286,1/5/2015,17:01:23,5
287,1/5/2015,17:30:09,5
288,1/5/2015,17:32:44,5
289,1/5/2015,17:36:23,5
290,1/5/2015,17:41:16,5
291,1/5/2015,17:44:39,5
292,1/5/2015,17:48:59,5
293,1/5/2015,17:58:38,5
294,1/5/2015,18:16:35,6
295,1/5/2015,18:20:12,6
296,1/5/2015,18:46:54,6
297,1/5/2015,19:02:18,7
298,1/5/2015,19:10:36,7
299,1/5/2015,19:34:31,7
300,1/5/2015,19:42:54,7
301,1/5/2015,19:45:58,7
302,1/5/2015,19:57:37,7
303,1/5/2015,20:02:51,8
304,1/5/2015,20:07:58,8
305,1/5/2015,20:35:40,8
306,1/5/2015,20:37:40,8
307,1/5/2015,21:45:38,9
308,1/5/2015,21:59:46,9
309,1/6/2015,11:39:06,11
310,1/6/2015,11:40:48,11
311,1/6/2015,11:57:27,11
312,1/6/2015,12:05:21,12
313,1/6/2015,12:09:09,12
314,1/6/2015,12:11:58,12
315,1/6/2015,12:17:40,12
316,1/6/2015,12:29:34,12
317,1/6/2015,12:31:00,12
318,1/6/2015,12:45:14,12
319,1/6/2015,12:46:22,12
320,1/6/2015,12:46:40,12
321,1/6/2015,12:56:21,12
322,1/6/2015,13:02:13,1
323,1/6/2015,13:05:33,1
324,1/6/2015,13:06:44,1
325,1/6/2015,13:07:32,1
326,1/6/2015,13:10:13,1
327,1/6/2015,13:10:54,1
328,1/6/2015,13:16:35,1
329,1/6/2015,13:22:44,1
330,1/6/2015,13:27:11,1
331,1/6/2015,13:43:30,1
332,1/6/2015,14:12:01,2
333,1/6/2015,14:16:36,2
334,1/6/2015,14:24:18,2
335,1/6/2015,14:24:47,2
336,1/6/2015,14:51:41,2
337,1/6/2015,15:03:12,3
338,1/6/2015,15:18:26,3
339,1/6/2015,15:25:13,3
340,1/6/2015,15:35:32,3
341,1/6/2015,15:35:47,3
342,1/6/2015,15:44:12,3
343,1/6/2015,15:45:37,3
344,1/6/2015,16:01:11,4
345,1/6/2015,16:01:47,4
346,1/6/2015,16:30:00,4
347,1/6/2015,16:37:17,4
348,1/6/2015,16:49:12,4
349,1/6/2015,17:25:58,5
350,1/6/2015,17:37:05,5
351,1/6/2015,17:37:29,5
352,1/6/2015,17:45:48,5
353,1/6/2015,17:59:48,5
354,1/6/2015,18:01:44,6
355,1/6/2015,18:14:45,6
356,1/6/2015,18:16:05,6
357,1/6/2015,18:27:58,6
358,1/6/2015,18:30:12,6
359,1/6/2015,18:33:08,6
360,1/6/2015,18:50:38,6
361,1/6/2015,19:12:38,7
362,1/6/2015,19:13:36,7
363,1/6/2015,19:20:31,7
364,1/6/2015,19:27:24,7
365,1/6/2015,19:37:26,7
366,1/6/2015,20:04:20,8
367,1/6/2015,20:05:12,8
368,1/6/2015,20:28:16,8
369,1/6/2015,20:30:06,8
370,1/6/2015,21:02:30,9
371,1/6/2015,21:15:20,9
372,1/6/2015,22:26:59,10
373,1/7/2015,11:45:18,11
374,1/7/2015,11:55:59,11
375,1/7/2015,11:58:36,11
376,1/7/2015,12:01:17,12
377,1/7/2015,12:03:18,12
378,1/7/2015,12:19:37,12
379,1/7/2015,12:25:37,12
380,1/7/2015,12:32:10,12
381,1/7/2015,12:33:06,12
382,1/7/2015,12:33:07,12
383,1/7/2015,12:43:59,12
384,1/7/2015,12:51:46,12
385,1/7/2015,12:54:19,12
386,1/7/2015,12:58:16,12
387,1/7/2015,13:03:14,1
388,1/7/2015,13:04:56,1
389,1/7/2015,13:10:17,1
390,1/7/2015,13:15:32,1
391,1/7/2015,13:25:31,1
392,1/7/2015,13:36:47,1
393,1/7/2015,13:48:31,1
394,1/7/2015,14:02:18,2
395,1/7/2015,14:11:08,2
396,1/7/2015,14:12:21,2
397,1/7/2015,14:31:10,2
398,1/7/2015,14:56:26,2
399,1/7/2015,15:47:49,3
400,1/7/2015,16:03:07,4
401,1/7/2015,16:08:35,4
402,1/7/2015,16:24:46,4
403,1/7/2015,16:26:10,4
404,1/7/2015,16:39:27,4
405,1/7/2015,16:44:16,4
406,1/7/2015,16:50:49,4
407,1/7/2015,16:56:42,4
408,1/7/2015,17:09:09,5
409,1/7/2015,17:15:04,5
410,1/7/2015,17:33:49,5
411,1/7/2015,17:58:09,5
412,1/7/2015,18:07:46,6
413,1/7/2015,18:11:32,6
414,1/7/2015,18:13:22,6
415,1/7/2015,18:16:23,6
416,1/7/2015,18:17:42,6
417,1/7/2015,18:24:40,6
418,1/7/2015,18:40:11,6
419,1/7/2015,19:02:31,7
420,1/7/2015,19:04:40,7
421,1/7/2015,19:21:58,7
422,1/7/2015,19:30:25,7
423,1/7/2015,19:45:07,7
424,1/7/2015,20:01:28,8
425,1/7/2015,20:21:19,8
426,1/7/2015,20:25:45,8
427,1/7/2015,21:49:00,9
428,1/7/2015,22:05:00,10
429,1/7/2015,22:16:53,10
430,1/7/2015,22:46:13,10
431,1/8/2015,11:17:13,11
432,1/8/2015,11:39:07,11
433,1/8/2015,11:49:50,11
434,1/8/2015,11:54:14,11
435,1/8/2015,12:06:09,12
436,1/8/2015,12:07:21,12
437,1/8/2015,12:07:54,12
438,1/8/2015,12:08:38,12
439,1/8/2015,12:13:08,12
440,1/8/2015,12:16:34,12
441,1/8/2015,12:16:58,12
442,1/8/2015,12:28:49,12
443,1/8/2015,12:34:20,12
444,1/8/2015,12:40:05,12
445,1/8/2015,12:57:39,12
446,1/8/2015,12:58:01,12
447,1/8/2015,13:02:00,1
448,1/8/2015,13:03:34,1
449,1/8/2015,13:04:15,1
450,1/8/2015,13:07:53,1
451,1/8/2015,13:19:06,1
452,1/8/2015,13:24:11,1
453,1/8/2015,13:27:14,1
454,1/8/2015,13:31:40,1
455,1/8/2015,13:39:14,1
456,1/8/2015,13:47:53,1
457,1/8/2015,13:59:04,1
458,1/8/2015,14:00:05,2
459,1/8/2015,14:14:02,2
460,1/8/2015,14:19:58,2
461,1/8/2015,14:21:19,2
462,1/8/2015,14:38:41,2
463,1/8/2015,14:40:28,2
464,1/8/2015,14:49:01,2
465,1/8/2015,14:55:23,2
466,1/8/2015,15:30:10,3
467,1/8/2015,15:33:13,3
468,1/8/2015,15:36:12,3
469,1/8/2015,15:37:18,3
470,1/8/2015,15:49:13,3
471,1/8/2015,16:20:26,4
472,1/8/2015,16:29:50,4
473,1/8/2015,16:41:27,4
474,1/8/2015,16:47:48,4
475,1/8/2015,17:15:17,5
476,1/8/2015,17:27:56,5
477,1/8/2015,17:30:04,5
478,1/8/2015,17:35:56,5
479,1/8/2015,17:37:03,5
480,1/8/2015,17:41:31,5
481,1/8/2015,17:41:37,5
482,1/8/2015,17:52:42,5
483,1/8/2015,17:54:05,5
484,1/8/2015,18:02:54,6
485,1/8/2015,18:07:31,6
486,1/8/2015,18:15:08,6
487,1/8/2015,18:30:16,6
488,1/8/2015,18:46:02,6
489,1/8/2015,18:48:43,6
490,1/8/2015,18:49:24,6
491,1/8/2015,19:01:12,7
492,1/8/2015,19:06:21,7
493,1/8/2015,19:31:47,7
494,1/8/2015,19:38:40,7
495,1/8/2015,19:42:52,7
496,1/8/2015,19:46:18,7
497,1/8/2015,19:49:26,7
498,1/8/2015,20:02:25,8
499,1/8/2015,21:10:46,9
500,1/8/2015,21:46:49,9
501,1/8/2015,21:51:31,9
502,1/8/2015,22:26:08,10
503,1/9/2015,11:16:21,11
504,1/9/2015,11:48:18,11
505,1/9/2015,11:55:10,11
506,1/9/2015,12:02:09,12
507,1/9/2015,12:06:03,12
508,1/9/2015,12:13:32,12
509,1/9/2015,12:13:58,12
510,1/9/2015,12:15:03,12
511,1/9/2015,12:18:21,12
512,1/9/2015,12:19:24,12
513,1/9/2015,12:22:48,12
514,1/9/2015,12:26:47,12
515,1/9/2015,13:07:37,1
516,1/9/2015,13:09:09,1
517,1/9/2015,13:09:11,1
518,1/9/2015,13:11:25,1
519,1/9/2015,13:15:20,1
520,1/9/2015,13:22:33,1
521,1/9/2015,13:43:07,1
522,1/9/2015,14:09:33,2
523,1/9/2015,14:42:14,2
524,1/9/2015,14:51:35,2
525,1/9/2015,15:08:46,3
526,1/9/2015,15:10:13,3
527,1/9/2015,15:23:37,3
528,1/9/2015,15:27:21,3
529,1/9/2015,15:31:01,3
530,1/9/2015,15:43:01,3
531,1/9/2015,15:58:10,3
532,1/9/2015,16:14:28,4
533,1/9/2015,16:28:43,4
534,1/9/2015,16:43:32,4
535,1/9/2015,17:08:47,5
536,1/9/2015,17:18:50,5
537,1/9/2015,17:23:52,5
538,1/9/2015,17:44:04,5
539,1/9/2015,17:51:34,5
540,1/9/2015,17:52:41,5
541,1/9/2015,18:07:47,6
542,1/9/2015,18:08:06,6
543,1/9/2015,18:23:59,6
544,1/9/2015,18:31:04,6
545,1/9/2015,18:46:28,6
546,1/9/2015,18:47:27,6
547,1/9/2015,18:49:23,6
548,1/9/2015,19:06:09,7
549,1/9/2015,19:06:34,7
550,1/9/2015,19:12:59,7
551,1/9/2015,19:26:24,7
552,1/9/2015,19:31:25,7
553,1/9/2015,20:14:47,8
554,1/9/2015,20:15:51,8
555,1/9/2015,20:18:25,8
556,1/9/2015,20:23:12,8
557,1/9/2015,20:30:06,8
558,1/9/2015,20:51:10,8
559,1/9/2015,21:10:16,9
560,1/9/2015,21:13:48,9
561,1/9/2015,21:47:56,9
562,1/9/2015,22:04:05,10
563,1/9/2015,22:19:03,10
564,1/9/2015,22:32:32,10
565,1/10/2015,12:11:19,12
566,1/10/2015,12:21:19,12
567,1/10/2015,12:27:47,12
568,1/10/2015,12:28:53,12
569,1/10/2015,12:37:10,12
570,1/10/2015,13:13:59,1
571,1/10/2015,13:14:47,1
572,1/10/2015,13:15:32,1
573,1/10/2015,13:39:33,1
574,1/10/2015,13:40:54,1
575,1/10/2015,13:41:04,1
576,1/10/2015,13:44:22,1
577,1/10/2015,13:45:00,1
578,1/10/2015,13:48:49,1
579,1/10/2015,13:51:19,1
580,1/10/2015,13:56:01,1
581,1/10/2015,14:13:01,2
582,1/10/2015,14:24:14,2
583,1/10/2015,14:33:19,2
584,1/10/2015,15:05:29,3
585,1/10/2015,15:58:42,3
586,1/10/2015,16:09:57,4
587,1/10/2015,16:32:36,4
588,1/10/2015,16:33:36,4
589,1/10/2015,17:12:39,5
590,1/10/2015,17:23:39,5
591,1/10/2015,17:32:54,5
592,1/10/2015,17:41:55,5
593,1/10/2015,17:48:57,5
594,1/10/2015,17:50:19,5
595,1/10/2015,18:12:28,6
596,1/10/2015,18:24:07,6
597,1/10/2015,18:32:36,6
598,1/10/2015,18:34:14,6
599,1/10/2015,18:34:27,6
600,1/10/2015,18:53:52,6
601,1/10/2015,18:58:19,6
602,1/10/2015,19:02:27,7
603,1/10/2015,19:03:11,7
604,1/10/2015,19:13:29,7
605,1/10/2015,19:23:51,7
606,1/10/2015,19:27:18,7
607,1/10/2015,19:36:16,7
608,1/10/2015,19:36:33,7
609,1/10/2015,19:39:32,7
610,1/10/2015,19:51:02,7
611,1/10/2015,19:58:10,7
612,1/10/2015,19:58:15,7
613,1/10/2015,20:10:44,8
614,1/10/2015,20:12:33,8
615,1/10/2015,20:14:03,8
616,1/10/2015,20:20:10,8
617,1/10/2015,20:27:26,8
618,1/10/2015,20:31:14,8
619,1/10/2015,20:41:58,8
620,1/10/2015,20:45:45,8
621,1/10/2015,20:49:29,8
622,1/10/2015,20:57:41,8
623,1/10/2015,21:21:21,9
624,1/10/2015,21:22:44,9
625,1/10/2015,21:50:23,9
626,1/10/2015,21:55:12,9
627,1/10/2015,22:18:35,10
628,1/10/2015,22:47:17,10
629,1/10/2015,22:48:39,10
630,1/11/2015,11:42:08,11
631,1/11/2015,11:44:36,11
632,1/11/2015,11:44:52,11
633,1/11/2015,11:51:45,11
634,1/11/2015,12:14:15,12
635,1/11/2015,12:18:31,12
636,1/11/2015,12:34:44,12
637,1/11/2015,12:44:10,12
638,1/11/2015,12:49:26,12
639,1/11/2015,13:23:21,1
640,1/11/2015,13:28:08,1
641,1/11/2015,13:37:46,1
642,1/11/2015,13:40:00,1
643,1/11/2015,13:43:19,1
644,1/11/2015,13:52:52,1
645,1/11/2015,14:03:45,2
646,1/11/2015,14:07:26,2
647,1/11/2015,14:07:35,2
648,1/11/2015,14:17:17,2
649,1/11/2015,14:29:23,2
650,1/11/2015,14:34:05,2
651,1/11/2015,14:49:35,2
652,1/11/2015,16:03:38,4
653,1/11/2015,16:18:23,4
654,1/11/2015,16:34:07,4
655,1/11/2015,16:43:33,4
656,1/11/2015,16:44:49,4
657,1/11/2015,16:45:47,4
658,1/11/2015,16:55:24,4
659,1/11/2015,16:56:39,4
660,1/11/2015,17:09:36,5
661,1/11/2015,17:18:14,5
662,1/11/2015,17:21:49,5
663,1/11/2015,17:29:14,5
664,1/11/2015,17:35:14,5
665,1/11/2015,17:42:23,5
666,1/11/2015,17:42:25,5
667,1/11/2015,18:13:08,6
668,1/11/2015,18:13:12,6
669,1/11/2015,18:40:44,6
670,1/11/2015,18:46:25,6
671,1/11/2015,19:18:42,7
672,1/11/2015,19:18:46,7
673,1/11/2015,19:28:13,7
674,1/11/2015,19:33:05,7
675,1/11/2015,19:33:19,7
676,1/11/2015,19:44:57,7
677,1/11/2015,19:51:09,7
678,1/11/2015,19:52:49,7
679,1/11/2015,20:31:02,8
680,1/11/2015,21:07:30,9
681,1/11/2015,21:29:50,9
682,1/12/2015,11:38:15,11
683,1/12/2015,11:39:08,11
684,1/12/2015,12:01:23,12
685,1/12/2015,12:11:46,12
686,1/12/2015,12:13:07,12
687,1/12/2015,12:21:09,12
688,1/12/2015,12:26:41,12
689,1/12/2015,12:33:22,12
690,1/12/2015,12:42:10,12
691,1/12/2015,12:45:53,12
692,1/12/2015,12:53:37,12
693,1/12/2015,13:04:24,1
694,1/12/2015,13:30:47,1
695,1/12/2015,13:33:06,1
696,1/12/2015,13:49:40,1
697,1/12/2015,13:58:56,1
698,1/12/2015,14:08:16,2
699,1/12/2015,14:27:03,2
700,1/12/2015,14:31:13,2
701,1/12/2015,14:33:39,2
702,1/12/2015,14:38:35,2
703,1/12/2015,15:08:01,3
704,1/12/2015,15:28:25,3
705,1/12/2015,15:31:00,3
706,1/12/2015,15:39:04,3
707,1/12/2015,15:41:32,3
708,1/12/2015,15:52:44,3
709,1/12/2015,15:53:56,3
710,1/12/2015,15:59:52,3
711,1/12/2015,16:21:10,4
712,1/12/2015,16:22:18,4
713,1/12/2015,16:31:56,4
714,1/12/2015,16:55:08,4
715,1/12/2015,17:05:33,5
716,1/12/2015,17:06:05,5
717,1/12/2015,17:24:44,5
718,1/12/2015,17:46:30,5
719,1/12/2015,17:52:27,5
720,1/12/2015,17:53:59,5
721,1/12/2015,18:17:15,6
722,1/12/2015,18:20:58,6
723,1/12/2015,18:21:04,6
724,1/12/2015,18:24:47,6
725,1/12/2015,18:33:14,6
726,1/12/2015,18:34:25,6
727,1/12/2015,18:44:57,6
728,1/12/2015,18:53:17,6
729,1/12/2015,19:20:41,7
730,1/12/2015,19:22:00,7
731,1/12/2015,19:27:47,7
732,1/12/2015,19:30:17,7
733,1/12/2015,19:57:36,7
734,1/12/2015,20:00:30,8
735,1/12/2015,20:35:34,8
736,1/12/2015,21:35:14,9
737,1/13/2015,11:31:34,11
738,1/13/2015,12:16:47,12
739,1/13/2015,12:19:38,12
740,1/13/2015,12:29:51,12
741,1/13/2015,12:49:09,12
742,1/13/2015,12:53:01,12
743,1/13/2015,13:08:32,1
744,1/13/2015,13:34:48,1
745,1/13/2015,13:36:53,1
746,1/13/2015,13:41:13,1
747,1/13/2015,14:15:02,2
748,1/13/2015,14:27:31,2
749,1/13/2015,14:29:23,2
750,1/13/2015,14:48:09,2
751,1/13/2015,15:07:35,3
752,1/13/2015,15:19:25,3
753,1/13/2015,15:22:11,3
754,1/13/2015,15:47:56,3
755,1/13/2015,15:50:49,3
756,1/13/2015,15:55:11,3
757,1/13/2015,16:10:34,4
758,1/13/2015,16:14:43,4
759,1/13/2015,16:14:56,4
760,1/13/2015,16:27:40,4
761,1/13/2015,16:30:20,4
762,1/13/2015,16:36:36,4
763,1/13/2015,16:38:57,4
764,1/13/2015,16:39:39,4
765,1/13/2015,17:11:41,5
766,1/13/2015,17:21:45,5
767,1/13/2015,17:21:48,5
768,1/13/2015,17:23:34,5
769,1/13/2015,17:43:17,5
770,1/13/2015,17:44:13,5
771,1/13/2015,17:59:32,5
772,1/13/2015,18:07:59,6
773,1/13/2015,18:18:15,6
774,1/13/2015,18:31:07,6
775,1/13/2015,18:42:12,6
776,1/13/2015,18:50:43,6
777,1/13/2015,19:10:20,7
778,1/13/2015,19:18:08,7
779,1/13/2015,19:19:58,7
780,1/13/2015,20:12:49,8
781,1/13/2015,20:31:17,8
782,1/13/2015,20:36:27,8
783,1/13/2015,21:17:08,9
784,1/13/2015,21:39:41,9
785,1/14/2015,11:28:44,11
786,1/14/2015,11:35:30,11
787,1/14/2015,11:45:30,11
788,1/14/2015,11:46:19,11
789,1/14/2015,11:51:37,11
790,1/14/2015,12:07:30,12
791,1/14/2015,12:23:54,12
792,1/14/2015,12:37:48,12
793,1/14/2015,12:38:27,12
794,1/14/2015,12:39:16,12
795,1/14/2015,12:42:17,12
796,1/14/2015,12:43:09,12
797,1/14/2015,12:50:01,12
798,1/14/2015,12:50:30,12
799,1/14/2015,12:51:29,12
800,1/14/2015,12:54:35,12
801,1/14/2015,13:10:53,1
802,1/14/2015,13:23:47,1
803,1/14/2015,13:37:51,1
804,1/14/2015,13:42:01,1
805,1/14/2015,14:07:52,2
806,1/14/2015,14:12:22,2
807,1/14/2015,14:15:29,2
808,1/14/2015,14:15:32,2
809,1/14/2015,14:26:17,2
810,1/14/2015,14:48:30,2
811,1/14/2015,14:48:56,2
812,1/14/2015,15:37:45,3
813,1/14/2015,16:09:29,4
814,1/14/2015,16:21:23,4
815,1/14/2015,16:38:00,4
816,1/14/2015,17:04:08,5
817,1/14/2015,17:10:38,5
818,1/14/2015,17:15:50,5
819,1/14/2015,17:21:39,5
820,1/14/2015,17:24:09,5
821,1/14/2015,17:37:26,5
822,1/14/2015,17:38:53,5
